ID,Hex,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
31251100,1DCDA9C,Blood Candletree Wooden Shield,血の燭樹ウッドシールド,血烛树纹木盾,Кривавий дерев'яний щит зі свічковим деревом,,Кровавый каплевидный щит древа-свечи,,
31251200,1DCDB00,Occult Candletree Wooden Shield,神秘の燭樹ウッドシールド,神秘烛树纹木盾,Окультний дерев'яний щит зі свічковим деревом,,Оккультный каплевидный щит древа-свечи,,
31260000,1DCFD60,Flame Crest Wooden Shield,炎紋のウッドシールド,火纹木盾,Дерев'яний щит з гербом полум'я,,Деревянный щит с гербовым огнём,,
31260100,1DCFDC4,Heavy Flame Crest Wooden Shield,重厚な炎紋ウッドシールド,厚重火纹木盾,Важкий дерев'яний щит з гербом полум'я,,Тяж. каплевидный щит с гербовым огнём,,
31260200,1DCFE28,Keen Flame Crest Wooden Shield,鋭利な炎紋ウッドシールド,锋利火纹木盾,Стрімкий дерев'яний щит з гербом полум'я,,Остр. каплевидный щит с гербовым огнём,,
31260300,1DCFE8C,Quality Flame Crest Wooden Shield,上質な炎紋ウッドシールド,优质火纹木盾,Якісний дерев'яний щит з гербом полум'я,,Кач. каплевидный щит с гербовым огнём,,
31260400,1DCFEF0,Fire Flame Crest Wooden Shield,炎の炎紋ウッドシールド,火焰火纹木盾,Вогняний дерев'яний щит з гербом полум'я,,Огн. каплевидный щит с гербовым огнём,,
31260500,1DCFF54,Flame Art Flame Crest Wooden Shield,炎術の炎紋ウッドシールド,焰术火纹木盾,Полум'яний дерев'яний щит з гербом полум'я,,Плам. каплевидный щит с гербовым огнём,,
31260600,1DCFFB8,Lightning Flame Crest Wooden Shield,雷の炎紋ウッドシールド,雷电火纹木盾,Блискавковий дерев'яний щит з гербом полум'я,,Гром. каплевидный щит с гербовым огнём,,
31260700,1DD001C,Sacred Flame Crest Wooden Shield,神聖な炎紋ウッドシールド,神圣火纹木盾,Священний дерев'яний щит з гербом полум'я,,Свящ. каплевидный щит с гербовым огнём,,
31260800,1DD0080,Magic Flame Crest Wooden Shield,魔力の炎紋ウッドシールド,魔力火纹木盾,Магічний дерев'яний щит з гербом полум'я,,Зачар. каплев. щит с гербовым огнём,,
31260900,1DD00E4,Cold Flame Crest Wooden Shield,冷たい炎紋ウッドシールド,寒冷火纹木盾,Морозний дерев'яний щит з гербом полум'я,,Мороз. каплев. щит с гербовым огнём,,
31261000,1DD0148,Poison Flame Crest Wooden Shield,毒の炎紋ウッドシールド,毒火纹木盾,Отруйний дерев'яний щит з гербом полум'я,,Отравл. каплев. щит с гербовым огнём,,
31261100,1DD01AC,Blood Flame Crest Wooden Shield,血の炎紋ウッドシールド,血火纹木盾,Кривавий дерев'яний щит з гербом полум'я,,Кров. каплев. щит с гербовым огнём,,
31261200,1DD0210,Occult Flame Crest Wooden Shield,神秘の炎紋ウッドシールド,神秘火纹木盾,Окультний дерев'яний щит з гербом полум'я,,Оккульт. каплев. щит с гербовым огнём,,
31270000,1DD2470,Hawk Crest Wooden Shield,鷹紋のウッドシールド,鹰纹木盾,Дерев'яний щит з гербом яструба,,Каплевидный щит с гербовым ястребом,,
31270100,1DD24D4,Heavy Hawk Crest Wooden Shield,重厚な鷹紋ウッドシールド,厚重鹰纹木盾,Важкий дерев'яний щит з гербом яструба,,Тяж. каплев. щит с гербовым ястребом,,
31270200,1DD2538,Keen Hawk Crest Wooden Shield,鋭利な鷹紋ウッドシールド,锋利鹰纹木盾,Стрімкий дерев'яний щит з гербом яструба,,Острый каплев. щит с гербовым ястребом,,
31270300,1DD259C,Quality Hawk Crest Wooden Shield,上質な鷹紋ウッドシールド,优质鹰纹木盾,Якісний дерев'яний щит з гербом яструба,,Кач. каплев. щит с гербовым ястребом,,
31270400,1DD2600,Fire Hawk Crest Wooden Shield,炎の鷹紋ウッドシールド,火焰鹰纹木盾,Вогняний дерев'яний щит з гербом яструба,,Огнен. каплев. щит с гербовым ястребом,,
31270500,1DD2664,Flame Art Hawk Crest Wooden Shield,炎術の鷹紋ウッドシールド,焰术鹰纹木盾,Полум'яний дерев'яний щит з гербом яструба,,Плам. каплев. щит с гербовым ястребом,,
31270600,1DD26C8,Lightning Hawk Crest Wooden Shield,雷の鷹紋ウッドシールド,雷电鹰纹木盾,Блискавковий дерев'яний щит з гербом яструба,,Гром. каплев. щит с гербовым ястребом,,
31270700,1DD272C,Sacred Hawk Crest Wooden Shield,神聖な鷹紋ウッドシールド,神圣鹰纹木盾,Священний дерев'яний щит з гербом яструба,,Свящ. каплев. щит с гербовым ястребом,,
31270800,1DD2790,Magic Hawk Crest Wooden Shield,魔力の鷹紋ウッドシールド,魔力鹰纹木盾,Магічний дерев'яний щит з гербом яструба,,Зачар. каплев. щит с гербовым ястребом,,
31270900,1DD27F4,Cold Hawk Crest Wooden Shield,冷たい鷹紋ウッドシールド,寒冷鹰纹木盾,Морозний дерев'яний щит з гербом яструба,,Мороз. каплев. щит с гербовым ястребом,,
31271000,1DD2858,Poison Hawk Crest Wooden Shield,毒の鷹紋ウッドシールド,毒鹰纹木盾,Отруйний дерев'яний щит з гербом яструба,,Отравл. капл. щит с гербовым ястребом,,
31271100,1DD28BC,Blood Hawk Crest Wooden Shield,血の鷹紋ウッドシールド,血鹰纹木盾,Кривавий дерев'яний щит з гербом яструба,,Кров. каплев. щит с гербовым ястребом,,
31271200,1DD2920,Occult Hawk Crest Wooden Shield,神秘の鷹紋ウッドシールド,神秘鹰纹木盾,Окультний дерев'яний щит з гербом яструба,,Оккул. каплев. щит с гербовым ястребом,,
31280000,1DD4B80,Beast Crest Heater Shield,獣紋のヒーターシールド,兽纹熨斗形盾,Праскоподібний щит з гербом звіра,,Горячий щит с гербовым зверем,,
31280100,1DD4BE4,Heavy Beast Crest Heater Shield,重厚な獣紋ヒーターシールド,厚重兽纹熨斗形盾,Важкий праскоподібний щит з гербом звіра,,Тяжёлый экю с гербовым зверем,,
31280200,1DD4C48,Keen Beast Crest Heater Shield,鋭利な獣紋ヒーターシールド,锋利兽纹熨斗形盾,Стрімкий праскоподібний щит з гербом звіра,,Острый экю с гербовым зверем,,
31280300,1DD4CAC,Quality Beast Crest Heater Shield,上質な獣紋ヒーターシールド,优质兽纹熨斗形盾,Якісний праскоподібний щит з гербом звіра,,Качественный экю с гербовым зверем,,
31280400,1DD4D10,Fire Beast Crest Heater Shield,炎の獣紋ヒーターシールド,火焰兽纹熨斗形盾,Вогняний праскоподібний щит з гербом звіра,,Огненный экю с гербовым зверем,,
31280500,1DD4D74,Flame Art Beast Crest Heater Shield,炎術の獣紋ヒーターシールド,焰术兽纹熨斗形盾,Полум'яний праскоподібний щит з гербом звіра,,Пламенный экю с гербовым зверем,,
31280600,1DD4DD8,Lightning Beast Crest Heater Shield,雷の獣紋ヒーターシールド,雷电兽纹熨斗形盾,Блискавковий праскоподібний щит з гербом звіра,,Громовой экю с гербовым зверем,,
31280700,1DD4E3C,Sacred Beast Crest Heater Shield,神聖な獣紋ヒーターシールド,神圣兽纹熨斗形盾,Священний праскоподібний щит з гербом звіра,,Священный экю с гербовым зверем,,
31280800,1DD4EA0,Magic Beast Crest Heater Shield,魔力の獣紋ヒーターシールド,魔力兽纹熨斗形盾,Магічний праскоподібний щит з гербом звіра,,Зачарованный экю с гербовым зверем,,
31280900,1DD4F04,Cold Beast Crest Heater Shield,冷たい獣紋ヒーターシールド,寒冷兽纹熨斗形盾,Морозний праскоподібний щит з гербом звіра,,Морозный экю с гербовым зверем,,
31281000,1DD4F68,Poison Beast Crest Heater Shield,毒の獣紋ヒーターシールド,毒兽纹熨斗形盾,Отруйний праскоподібний щит з гербом звіра,,Отравленный экю с гербовым зверем,,
31281100,1DD4FCC,Blood Beast Crest Heater Shield,血の獣紋ヒーターシールド,血兽纹熨斗形盾,Кривавий праскоподібний щит з гербом звіра,,Кровавый экю с гербовым зверем,,
31281200,1DD5030,Occult Beast Crest Heater Shield,神秘の獣紋ヒーターシールド,神秘兽纹熨斗形盾,Окультний праскоподібний щит з гербом звіра,,Оккультный экю с гербовым зверем,,
31290000,1DD7290,Red Crest Heater Shield,赤紋のヒーターシールド,红纹熨斗形盾,Праскоподібний щит з червоним гербом,,Экю с красный гербом,,
31290100,1DD72F4,Heavy Red Crest Heater Shield,重厚な赤紋ヒーターシールド,厚重红纹熨斗形盾,Важкий праскоподібний щит з червоним гербом,,Тяжёлый экю с красным гербом,,
31290200,1DD7358,Keen Red Crest Heater Shield,鋭利な赤紋ヒーターシールド,锋利红纹熨斗形盾,Стрімкий праскоподібний щит з червоним гербом,,Острый экю с красным гербом,,
31290300,1DD73BC,Quality Red Crest Heater Shield,上質な赤紋ヒーターシールド,优质红纹熨斗形盾,Якісний праскоподібний щит з червоним гербом,,Качественный экю с красным гербом,,
31290400,1DD7420,Fire Red Crest Heater Shield,炎の赤紋ヒーターシールド,火焰红纹熨斗形盾,Вогняний праскоподібний щит з червоним гербом,,Огненный экю с красным гербом,,
31290500,1DD7484,Flame Art Red Crest Heater Shield,炎術の赤紋ヒーターシールド,焰术红纹熨斗形盾,Полум'яний праскоподібний щит з червоним гербом,,Пылающий экю с красным гербом,,
31290600,1DD74E8,Lightning Red Crest Heater Shield,雷の赤紋ヒーターシールド,雷电红纹熨斗形盾,Блискавковий праскоподібний щит з червоним гербом,,Громовой экю с красным гербом,,
31290700,1DD754C,Sacred Red Crest Heater Shield,神聖な赤紋ヒーターシールド,神圣红纹熨斗形盾,Священний праскоподібний щит з червоним гербом,,Священный экю с красным гербом,,
31290800,1DD75B0,Magic Red Crest Heater Shield,魔力の赤紋ヒーターシールド,魔力红纹熨斗形盾,Магічний праскоподібний щит з червоним гербом,,Зачарованный экю с красным гербом,,
31290900,1DD7614,Cold Red Crest Heater Shield,冷たい赤紋ヒーターシールド,寒冷红纹熨斗形盾,Морозний праскоподібний щит з червоним гербом,,Морозный экю с красным гербом,,
31291000,1DD7678,Poison Red Crest Heater Shield,毒の赤紋ヒーターシールド,毒红纹熨斗形盾,Отруйний праскоподібний щит з червоним гербом,,Отравленный экю с красным гербом,,
31291100,1DD76DC,Blood Red Crest Heater Shield,血の赤紋ヒーターシールド,血红纹熨斗形盾,Кривавий праскоподібний щит з червоним гербом,,Кровавый экю с красным гербом,,
31291200,1DD7740,Occult Red Crest Heater Shield,神秘の赤紋ヒーターシールド,神秘红纹熨斗形盾,Окультний праскоподібний щит з червоним гербом,,Оккультный экю с красным гербом,,
31300000,1DD99A0,Blue Crest Heater Shield,青紋のヒーターシールド,蓝纹熨斗形盾,Праскоподібний щит з синім гербом,,Экю с черным гербом,,
31300100,1DD9A04,Heavy Blue Crest Heater Shield,重厚な青紋ヒーターシールド,厚重蓝纹熨斗形盾,Важкий праскоподібний щит з синім гербом,,Тяжёлый экю с черным гербом,,
31300200,1DD9A68,Keen Blue Crest Heater Shield,鋭利な青紋ヒーターシールド,锋利蓝纹熨斗形盾,Стрімкий праскоподібний щит з синім гербом,,Острый экю с черным гербом,,
31300300,1DD9ACC,Quality Blue Crest Heater Shield,上質な青紋ヒーターシールド,优质蓝纹熨斗形盾,Якісний праскоподібний щит з синім гербом,,Качественный экю с черным гербом,,
31300400,1DD9B30,Fire Blue Crest Heater Shield,炎の青紋ヒーターシールド,火焰蓝纹熨斗形盾,Вогняний праскоподібний щит з синім гербом,,Огненный экю с черным гербом,,
31300500,1DD9B94,Flame Art Blue Crest Heater Shield,炎術の青紋ヒーターシールド,焰术蓝纹熨斗形盾,Полум'яний праскоподібний щит з синім гербом,,Пылающий экю с черным гербом,,
31300600,1DD9BF8,Lightning Blue Crest Heater Shield,雷の青紋ヒーターシールド,雷电蓝纹熨斗形盾,Блискавковий праскоподібний щит з синім гербом,,Громовой экю с черным гербом,,
31300700,1DD9C5C,Sacred Blue Crest Heater Shield,神聖な青紋ヒーターシールド,神圣蓝纹熨斗形盾,Священний праскоподібний щит з синім гербом,,Священный экю с черным гербом,,
31300800,1DD9CC0,Magic Blue Crest Heater Shield,魔力の青紋ヒーターシールド,魔力蓝纹熨斗形盾,Магічний праскоподібний щит з синім гербом,,Зачарованный экю с черным гербом,,
31300900,1DD9D24,Cold Blue Crest Heater Shield,冷たい青紋ヒーターシールド,寒冷蓝纹熨斗形盾,Морозний праскоподібний щит з синім гербом,,Морозный экю с черным гербом,,
31301000,1DD9D88,Poison Blue Crest Heater Shield,毒の青紋ヒーターシールド,毒蓝纹熨斗形盾,Отруйний праскоподібний щит з синім гербом,,Отравленный экю с черным гербом,,
31301100,1DD9DEC,Blood Blue Crest Heater Shield,血の青紋ヒーターシールド,血蓝纹熨斗形盾,Кривавий праскоподібний щит з синім гербом,,Кровавый экю с черным гербом,,
31301200,1DD9E50,Occult Blue Crest Heater Shield,神秘の青紋ヒーターシールド,神秘蓝纹熨斗形盾,Окультний праскоподібний щит з синім гербом,,Оккультный экю с черным гербом,,
31310000,1DDC0B0,Eclipse Crest Heater Shield,蝕紋のヒーターシールド,日蚀纹熨斗形盾,Праскоподібний щит з гербом затемнення,,Горячий щит с гербом затмения,,
31310100,1DDC114,Heavy Eclipse Crest Heater Shield,重厚な蝕紋ヒーターシールド,厚重日蚀纹熨斗形盾,Важкий праскоподібний щит з гербом затемнення,,Тяжёлый экю с гербом затмения,,
31310200,1DDC178,Keen Eclipse Crest Heater Shield,鋭利な蝕紋ヒーターシールド,锋利日蚀纹熨斗形盾,Стрімкий праскоподібний щит з гербом затемнення,,Острый экю с гербом затмения,,
31310300,1DDC1DC,Quality Eclipse Crest Heater Shield,上質な蝕紋ヒーターシールド,优质日蚀纹熨斗形盾,Якісний праскоподібний щит з гербом затемнення,,Качественный экю с гербом затмения,,
31310400,1DDC240,Fire Eclipse Crest Heater Shield,炎の蝕紋ヒーターシールド,火焰日蚀纹熨斗形盾,Вогняний праскоподібний щит з гербом затемнення,,Огненный экю с гербом затмения,,
31310500,1DDC2A4,Flame Art Eclipse Crest Heater Shield,炎術の蝕紋ヒーターシールド,焰术日蚀纹熨斗形盾,Полум'яний праскоподібний щит з гербом затемнення,,Пламенный экю с гербом затмения,,
31310600,1DDC308,Lightning Eclipse Crest Heater Shield,雷の蝕紋ヒーターシールド,雷电日蚀纹熨斗形盾,Блискавковий праскоподібний щит з гербом затемнення,,Громовой экю с гербом затмения,,
31310700,1DDC36C,Sacred Eclipse Crest Heater Shield,神聖な蝕紋ヒーターシールド,神圣日蚀纹熨斗形盾,Священний праскоподібний щит з гербом затемнення,,Священный экю с гербом затмения,,
31310800,1DDC3D0,Magic Eclipse Crest Heater Shield,魔力の蝕紋ヒーターシールド,魔力日蚀纹熨斗形盾,Магічний праскоподібний щит з гербом затемнення,,Зачарованный экю с гербом затмения,,
31310900,1DDC434,Cold Eclipse Crest Heater Shield,冷たい蝕紋ヒーターシールド,寒冷日蚀纹熨斗形盾,Морозний праскоподібний щит з гербом затемнення,,Морозный экю с гербом затмения,,
31311000,1DDC498,Poison Eclipse Crest Heater Shield,毒の蝕紋ヒーターシールド,毒日蚀纹熨斗形盾,Отруйний праскоподібний щит з гербом затемнення,,Отравленный экю с гербом затмения,,
31311100,1DDC4FC,Blood Eclipse Crest Heater Shield,血の蝕紋ヒーターシールド,血日蚀纹熨斗形盾,Кривавий праскоподібний щит з гербом затемнення,,Кровавый экю с гербом затмения,,
31311200,1DDC560,Occult Eclipse Crest Heater Shield,神秘の蝕紋ヒーターシールド,神秘日蚀纹熨斗形盾,Окультний праскоподібний щит з гербом затемнення,,Оккультный экю с гербом затмения,,
31320000,1DDE7C0,Inverted Hawk Heater Shield,逆さ鷹のヒーターシールド,逆鹰纹熨斗形盾,Праскоподібний щит з перевернутим яструбом,,Горячий щит с перевёрнутым ястребом,,
31320100,1DDE824,Heavy Inverted Hawk Heater Shield,重厚な逆さ鷹ヒーターシールド,厚重逆鹰纹熨斗形盾,Важкий праскоподібний щит з перевернутим яструбом,,Тяжёлый экю с перевёрнутым ястребом,,
31320200,1DDE888,Keen Inverted Hawk Heater Shield,鋭利な逆さ鷹ヒーターシールド,锋利逆鹰纹熨斗形盾,Стрімкий праскоподібний щит з перевернутим яструбом,,Острый экю с перевёрнутым ястребом,,
31320300,1DDE8EC,Quality Inverted Hawk Heater Shield,上質な逆さ鷹ヒーターシールド,优质逆鹰纹熨斗形盾,Якісний праскоподібний щит з перевернутим яструбом,,Качеств. экю с перевёрнутым ястребом,,
31320400,1DDE950,Fire Inverted Hawk Heater Shield,炎の逆さ鷹ヒーターシールド,火焰逆鹰纹熨斗形盾,Вогняний праскоподібний щит з перевернутим яструбом,,Огненный экю с перевёрнутым ястребом,,
31320500,1DDE9B4,Flame Art Inverted Hawk Heater Shield,炎術の逆さ鷹ヒーターシールド,焰术逆鹰纹熨斗形盾,Полум'яний праскоподібний щит з перевернутим яструбом,,Пламенный экю с перевёрнутым ястребом,,
31320600,1DDEA18,Lightning Inverted Hawk Heater Shield,雷の逆さ鷹ヒーターシールド,雷电逆鹰纹熨斗形盾,Блискавковий праскоподібний щит з перевернутим яструбом,,Громовой экю с перевёрнутым ястребом,,
31320700,1DDEA7C,Sacred Inverted Hawk Heater Shield,神聖な逆さ鷹ヒーターシールド,神圣逆鹰纹熨斗形盾,Священний праскоподібний щит з перевернутим яструбом,,Священный экю с перевёрнутым ястребом,,
31320800,1DDEAE0,Magic Inverted Hawk Heater Shield,魔力の逆さ鷹ヒーターシールド,魔力逆鹰纹熨斗形盾,Магічний праскоподібний щит з перевернутим яструбом,,Зачаров. экю с перевёрнутым ястребом,,
31320900,1DDEB44,Cold Inverted Hawk Heater Shield,冷たい逆さ鷹ヒーターシールド,寒冷逆鹰纹熨斗形盾,Морозний праскоподібний щит з перевернутим яструбом,,Морозный экю с перевёрнутым ястребом,,
31321000,1DDEBA8,Poison Inverted Hawk Heater Shield,毒の逆さ鷹ヒーターシールド,毒逆鹰纹熨斗形盾,Отруйний праскоподібний щит з перевернутим яструбом,,Отравл. экю с перевёрнутым ястребом,,
31321100,1DDEC0C,Blood Inverted Hawk Heater Shield,血の逆さ鷹ヒーターシールド,血逆鹰纹熨斗形盾,Кривавий праскоподібний щит з перевернутим яструбом,,Кровавый экю с перевёрнутым ястребом,,
31321200,1DDEC70,Occult Inverted Hawk Heater Shield,神秘の逆さ鷹ヒーターシールド,神秘逆鹰纹熨斗形盾,Окультний праскоподібний щит з перевернутим яструбом,,Оккультный экю с перевёрнутым ястребом,,
31330000,1DE0ED0,Heater Shield,ヒーターシールド,熨斗形盾,Праскоподібний щит,,Экю,,
31330100,1DE0F34,Heavy Heater Shield,重厚なヒーターシールド,厚重熨斗形盾,Важкий праскоподібний щит,,Тяжёлый экю,,
31330200,1DE0F98,Keen Heater Shield,鋭利なヒーターシールド,锋利熨斗形盾,Стрімкий праскоподібний щит,,Острый экю,,
31330300,1DE0FFC,Quality Heater Shield,上質なヒーターシールド,优质熨斗形盾,Якісний праскоподібний щит,,Качественный экю,,
31330400,1DE1060,Fire Heater Shield,炎のヒーターシールド,火焰熨斗形盾,Вогняний праскоподібний щит,,Огненный экю,,
31330500,1DE10C4,Flame Art Heater Shield,炎術のヒーターシールド,焰术熨斗形盾,Полум'яний праскоподібний щит,,Пылающий экю,,
31330600,1DE1128,Lightning Heater Shield,雷のヒーターシールド,雷电熨斗形盾,Блискавковий праскоподібний щит,,Громовой экю,,
31330700,1DE118C,Sacred Heater Shield,神聖なヒーターシールド,神圣熨斗形盾,Священний праскоподібний щит,,Священный экю,,
31330800,1DE11F0,Magic Heater Shield,魔力のヒーターシールド,魔力熨斗形盾,Магічний праскоподібний щит,,Зачарованный экю,,
31330900,1DE1254,Cold Heater Shield,冷たいヒーターシールド,寒冷熨斗形盾,Морозний праскоподібний щит,,Морозный экю,,
31331000,1DE12B8,Poison Heater Shield,毒のヒーターシールド,毒熨斗形盾,Отруйний праскоподібний щит,,Отравленный экю,,
31331100,1DE131C,Blood Heater Shield,血のヒーターシールド,血熨斗形盾,Кривавий праскоподібний щит,,Кровавый экю,,
31331200,1DE1380,Occult Heater Shield,神秘のヒーターシールド,神秘熨斗形盾,Окультний праскоподібний щит,,Оккультный экю,,
31340000,1DE35E0,Black Leather Shield,ブラックレザーシールド,黑皮盾,Щит з чорної шкіри,,Чёрный кожаный щит,,
31340100,1DE3644,Heavy Black Leather Shield,重厚なブラックレザーシールド,厚重黑皮盾,Важкий щит з чорної шкіри,,Тяжёлый чёрный кожаный щит,,
31340200,1DE36A8,Keen Black Leather Shield,鋭利なブラックレザーシールド,锋利黑皮盾,Стрімкий щит з чорної шкіри,,Острый чёрный кожаный щит,,
31340300,1DE370C,Quality Black Leather Shield,上質なブラックレザーシールド,优质黑皮盾,Якісний щит з чорної шкіри,,Качественный чёрный кожаный щит,,
31340400,1DE3770,Fire Black Leather Shield,炎のブラックレザーシールド,火焰黑皮盾,Вогняний щит з чорної шкіри,,Огненный чёрный кожаный щит,,
31340500,1DE37D4,Flame Art Black Leather Shield,炎術のブラックレザーシールド,焰术黑皮盾,Полум'яний щит з чорної шкіри,,Пылающий чёрный кожаный щит,,
31340600,1DE3838,Lightning Black Leather Shield,雷のブラックレザーシールド,雷电黑皮盾,Блискавковий щит з чорної шкіри,,Громовой чёрный кожаный щит,,
31340700,1DE389C,Sacred Black Leather Shield,神聖なブラックレザーシールド,神圣黑皮盾,Священний щит з чорної шкіри,,Священный чёрный кожаный щит,,
31340800,1DE3900,Magic Black Leather Shield,魔力のブラックレザーシールド,魔力黑皮盾,Магічний щит з чорної шкіри,,Зачарованный чёрный кожаный щит,,
31340900,1DE3964,Cold Black Leather Shield,冷たいブラックレザーシールド,寒冷黑皮盾,Морозний щит з чорної шкіри,,Морозный чёрный кожаный щит,,
31341000,1DE39C8,Poison Black Leather Shield,毒のブラックレザーシールド,毒黑皮盾,Отруйний щит з чорної шкіри,,Отравленный чёрный кожаный щит,,
31341100,1DE3A2C,Blood Black Leather Shield,血のブラックレザーシールド,血黑皮盾,Кривавий щит з чорної шкіри,,Кровавый чёрный кожаный щит,,
31341200,1DE3A90,Occult Black Leather Shield,神秘のブラックレザーシールド,神秘黑皮盾,Окультний щит з чорної шкіри,,Оккультный чёрный кожаный щит,,
32000000,1E84800,Dragon Towershield,竜のタワーシールド,龙塔盾,Баштовий щит дракона,,Драконий башенный щит,,
32000100,1E84864,Heavy Dragon Towershield,重厚な竜タワーシールド,厚重龙塔盾,Важкий баштовий щит дракона,,Тяжёлый драконий башенный щит,,
32000200,1E848C8,Keen Dragon Towershield,鋭利な竜タワーシールド,锋利龙塔盾,Стрімкий баштовий щит дракона,,Острый драконий башенный щит,,
32000300,1E8492C,Quality Dragon Towershield,上質な竜タワーシールド,优质龙塔盾,Якісний баштовий щит дракона,,Качественный драконий башенный щит,,
32000400,1E84990,Fire Dragon Towershield,炎の竜タワーシールド,火焰龙塔盾,Вогняний баштовий щит дракона,,Огненный драконий башенный щит,,
32000500,1E849F4,Flame Art Dragon Towershield,炎術の竜タワーシールド,焰术龙塔盾,Полум'яний баштовий щит дракона,,Пылающий драконий башенный щит,,
32000600,1E84A58,Lightning Dragon Towershield,雷の竜タワーシールド,雷电龙塔盾,Блискавковий баштовий щит дракона,,Громовой драконий башенный щит,,
32000700,1E84ABC,Sacred Dragon Towershield,神聖な竜タワーシールド,神圣龙塔盾,Священний баштовий щит дракона,,Священный драконий башенный щит,,
32000800,1E84B20,Magic Dragon Towershield,魔力の竜タワーシールド,魔力龙塔盾,Магічний баштовий щит дракона,,Зачарованный драконий башенный щит,,
32000900,1E84B84,Cold Dragon Towershield,冷たい竜タワーシールド,寒冷龙塔盾,Морозний баштовий щит дракона,,Морозный драконий башенный щит,,
32001000,1E84BE8,Poison Dragon Towershield,毒の竜タワーシールド,毒龙塔盾,Отруйний баштовий щит дракона,,Отравленный драконий башенный щит,,
32001100,1E84C4C,Blood Dragon Towershield,血の竜タワーシールド,血龙塔盾,Кривавий баштовий щит дракона,,Кровавый драконий башенный щит,,
32001200,1E84CB0,Occult Dragon Towershield,神秘の竜タワーシールド,神秘龙塔盾,Окультний баштовий щит дракона,,Оккультный драконий башенный щит,,
32020000,1E89620,Distinguished Greatshield,名家の大盾,名门大盾,Визначний великий щит,,Особый большой щит,,
32020100,1E89684,Distinguished Heavy Greatshield,重厚な名家大盾,厚重名门大盾,Важкий визначний великий щит,,Тяжёлый особый большой щит,,
32020200,1E896E8,Distinguished Keen Greatshield,鋭利な名家大盾,锋利名门大盾,Стрімкий визначний великий щит,,Острый особый большой щит,,
32020300,1E8974C,Distinguished Quality Greatshield,上質な名家大盾,优质名门大盾,Якісний визначний великий щит,,Качественный особый большой щит,,
32020400,1E897B0,Distinguished Fire Greatshield,炎の名家大盾,火焰名门大盾,Вогняний визначний великий щит,,Огненный особый большой щит,,
32020500,1E89814,Distinguished Flame Art Greatshield,炎術の名家大盾,焰术名门大盾,Полум'яний визначний великий щит,,Пылающий особый большой щит,,
32020600,1E89878,Distinguished Lightning Greatshield,雷の名家大盾,雷电名门大盾,Блискавковий визначний великий щит,,Громовой особый большой щит,,
32020700,1E898DC,Distinguished Sacred Greatshield,神聖な名家大盾,神圣名门大盾,Священний визначний великий щит,,Священный особый большой щит,,
32020800,1E89940,Distinguished Magic Greatshield,魔力の名家大盾,魔力名门大盾,Магічний визначний великий щит,,Зачарованный особый большой щит,,
32020900,1E899A4,Distinguished Cold Greatshield,冷たい名家大盾,寒冷名门大盾,Морозний визначний великий щит,,Морозный особый большой щит,,
32021000,1E89A08,Distinguished Poison Greatshield,毒の名家大盾,毒名门大盾,Отруйний визначний великий щит,,Отравленный особый большой щит,,
32021100,1E89A6C,Distinguished Blood Greatshield,血の名家大盾,血名门大盾,Кривавий визначний великий щит,,Кровавый особый большой щит,,
32021200,1E89AD0,Distinguished Occult Greatshield,神秘の名家大盾,神秘名门大盾,Окультний визначний великий щит,,Оккультный особый большой щит,,
32030000,1E8BD30,Crucible Hornshield,坩堝の角盾,熔炉角盾,Рогатий щит Горнила,,Щит рога Горнила,,
32030100,1E8BD94,Heavy Crucible Hornshield,,,,,,,
32030200,1E8BDF8,Keen Crucible Hornshield,,,,,,,
32030300,1E8BE5C,Quality Crucible Hornshield,,,,,,,
32030400,1E8BEC0,Fire Crucible Hornshield,,,,,,,
32030500,1E8BF24,Flame Art Crucible Hornshield,,,,,,,
32030600,1E8BF88,Lightning Crucible Hornshield,,,,,,,
32030700,1E8BFEC,Sacred Crucible Hornshield,,,,,,,
32030800,1E8C050,Magic Crucible Hornshield,,,,,,,
32030900,1E8C0B4,Cold Crucible Hornshield,,,,,,,
32031000,1E8C118,Poison Crucible Hornshield,,,,,,,
32031100,1E8C17C,Blood Crucible Hornshield,,,,,,,
32031200,1E8C1E0,Occult Crucible Hornshield,,,,,,,
32040000,1E8E440,Dragonclaw Shield,竜爪の盾,龙爪盾,Щит з драконячого кігтя,,Щит когтя дракона,,
32040100,1E8E4A4,Heavy Dragonclaw Shield,,,,,,,
32040200,1E8E508,Keen Dragonclaw Shield,,,,,,,
32040300,1E8E56C,Quality Dragonclaw Shield,,,,,,,
32040400,1E8E5D0,Fire Dragonclaw Shield,,,,,,,
32040500,1E8E634,Flame Art Dragonclaw Shield,,,,,,,
32040600,1E8E698,Lightning Dragonclaw Shield,,,,,,,
32040700,1E8E6FC,Sacred Dragonclaw Shield,,,,,,,
32040800,1E8E760,Magic Dragonclaw Shield,,,,,,,
32040900,1E8E7C4,Cold Dragonclaw Shield,,,,,,,
32041000,1E8E828,Poison Dragonclaw Shield,,,,,,,
32041100,1E8E88C,Blood Dragonclaw Shield,,,,,,,
32041200,1E8E8F0,Occult Dragonclaw Shield,,,,,,,
