ID,English,Japanese,Chinese,German,Spanish,Russian,Arabic,Korean
2203006,Fire Knight Hilde +6,火の騎士、ヒルド＋６,“火焰骑士”希德＋６,Feuerritterin Hilde +6,Огненный рыцарь Хильда +6,Cavaleira de Fogo Hilde +6,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +6,불의 기사 힐드+6
2203007,Fire Knight Hilde +7,火の騎士、ヒルド＋７,“火焰骑士”希德＋７,Feuerritterin Hilde +7,Огненный рыцарь Хильда +7,Cavaleira de Fogo Hilde +7,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +7,불의 기사 힐드+7
2203008,Fire Knight Hilde +8,火の騎士、ヒルド＋８,“火焰骑士”希德＋８,Feuerritterin Hilde +8,Огненный рыцарь Хильда +8,Cavaleira de Fogo Hilde +8,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +8,불의 기사 힐드+8
2203009,Fire Knight Hilde +9,火の騎士、ヒルド＋９,“火焰骑士”希德＋９,Feuerritterin Hilde +9,Огненный рыцарь Хильда +9,Cavaleira de Fogo Hilde +9,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +9,불의 기사 힐드+9
2203010,Fire Knight Hilde +10,火の騎士、ヒルド＋１０,“火焰骑士”希德＋１０,Feuerritterin Hilde +10,Огненный рыцарь Хильда +10,Cavaleira de Fogo Hilde +10,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +10,불의 기사 힐드+10
2204000,Spider Scorpion Ashes,蜘蛛サソリの遺灰,蜘蛛蝎的骨灰,Spinnenskorpionasche,Cenizas del escorpión araña,Прах паука-скорпиона,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ,거미전갈의 뼛가루
2204001,Spider Scorpion Ashes +1,蜘蛛サソリの遺灰＋１,蜘蛛蝎的骨灰＋１,Spinnenskorpionasche +1,Cenizas del escorpión araña +1,Прах паука-скорпиона +1,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +1,거미전갈의 뼛가루+1
2204002,Spider Scorpion Ashes +2,蜘蛛サソリの遺灰＋２,蜘蛛蝎的骨灰＋２,Spinnenskorpionasche +2,Cenizas del escorpión araña +2,Прах паука-скорпиона +2,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +2,거미전갈의 뼛가루+2
2204003,Spider Scorpion Ashes +3,蜘蛛サソリの遺灰＋３,蜘蛛蝎的骨灰＋３,Spinnenskorpionasche +3,Cenizas del escorpión araña +3,Прах паука-скорпиона +3,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +3,거미전갈의 뼛가루+3
2204004,Spider Scorpion Ashes +4,蜘蛛サソリの遺灰＋４,蜘蛛蝎的骨灰＋４,Spinnenskorpionasche +4,Cenizas del escorpión araña +4,Прах паука-скорпиона +4,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +4,거미전갈의 뼛가루+4
2204005,Spider Scorpion Ashes +5,蜘蛛サソリの遺灰＋５,蜘蛛蝎的骨灰＋５,Spinnenskorpionasche +5,Cenizas del escorpión araña +5,Прах паука-скорпиона +5,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +5,거미전갈의 뼛가루+5
2204006,Spider Scorpion Ashes +6,蜘蛛サソリの遺灰＋６,蜘蛛蝎的骨灰＋６,Spinnenskorpionasche +6,Cenizas del escorpión araña +6,Прах паука-скорпиона +6,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +6,거미전갈의 뼛가루+6
2204007,Spider Scorpion Ashes +7,蜘蛛サソリの遺灰＋７,蜘蛛蝎的骨灰＋７,Spinnenskorpionasche +7,Cenizas del escorpión araña +7,Прах паука-скорпиона +7,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +7,거미전갈의 뼛가루+7
2204008,Spider Scorpion Ashes +8,蜘蛛サソリの遺灰＋８,蜘蛛蝎的骨灰＋８,Spinnenskorpionasche +8,Cenizas del escorpión araña +8,Прах паука-скорпиона +8,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +8,거미전갈의 뼛가루+8
2204009,Spider Scorpion Ashes +9,蜘蛛サソリの遺灰＋９,蜘蛛蝎的骨灰＋９,Spinnenskorpionasche +9,Cenizas del escorpión araña +9,Прах паука-скорпиона +9,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +9,거미전갈의 뼛가루+9
2204010,Spider Scorpion Ashes +10,蜘蛛サソリの遺灰＋１０,蜘蛛蝎的骨灰＋１０,Spinnenskorpionasche +10,Cenizas del escorpión araña +10,Прах паука-скорпиона +10,رﻣﺎد اﻟﻌﻘﺭب اﻟﻌﻧﻛﺑﻭﺗﻲ +10,거미전갈의 뼛가루+10
2205000,Inquisitor Ashes,責問官の遺灰,拷问官的骨灰,Inquisitorinnenasche,Cenizas de las Inquisidoras,Прах инквизиторов,رﻣﺎد اﻟﻣﺣﻘﻖ,고문관의 뼛가루
2205001,Inquisitor Ashes +1,責問官の遺灰＋１,拷问官的骨灰＋１,Inquisitorinnenasche +1,Cenizas de las Inquisidoras +1,Прах инквизиторов +1,رﻣﺎد اﻟﻣﺣﻘﻖ +1,고문관의 뼛가루+1
2205002,Inquisitor Ashes +2,責問官の遺灰＋２,拷问官的骨灰＋２,Inquisitorinnenasche +2,Cenizas de las Inquisidoras +2,Прах инквизиторов +2,رﻣﺎد اﻟﻣﺣﻘﻖ +2,고문관의 뼛가루+2
2205003,Inquisitor Ashes +3,責問官の遺灰＋３,拷问官的骨灰＋３,Inquisitorinnenasche +3,Cenizas de las Inquisidoras +3,Прах инквизиторов +3,رﻣﺎد اﻟﻣﺣﻘﻖ +3,고문관의 뼛가루+3
2205004,Inquisitor Ashes +4,責問官の遺灰＋４,拷问官的骨灰＋４,Inquisitorinnenasche +4,Cenizas de las Inquisidoras +4,Прах инквизиторов +4,رﻣﺎد اﻟﻣﺣﻘﻖ +4,고문관의 뼛가루+4
2205005,Inquisitor Ashes +5,責問官の遺灰＋５,拷问官的骨灰＋５,Inquisitorinnenasche +5,Cenizas de las Inquisidoras +5,Прах инквизиторов +5,رﻣﺎد اﻟﻣﺣﻘﻖ +5,고문관의 뼛가루+5
2205006,Inquisitor Ashes +6,責問官の遺灰＋６,拷问官的骨灰＋６,Inquisitorinnenasche +6,Cenizas de las Inquisidoras +6,Прах инквизиторов +6,رﻣﺎد اﻟﻣﺣﻘﻖ +6,고문관의 뼛가루+6
2205007,Inquisitor Ashes +7,責問官の遺灰＋７,拷问官的骨灰＋７,Inquisitorinnenasche +7,Cenizas de las Inquisidoras +7,Прах инквизиторов +7,رﻣﺎد اﻟﻣﺣﻘﻖ +7,고문관의 뼛가루+7
2205008,Inquisitor Ashes +8,責問官の遺灰＋８,拷问官的骨灰＋８,Inquisitorinnenasche +8,Cenizas de las Inquisidoras +8,Прах инквизиторов +8,رﻣﺎد اﻟﻣﺣﻘﻖ +8,고문관의 뼛가루+8
2205009,Inquisitor Ashes +9,責問官の遺灰＋９,拷问官的骨灰＋９,Inquisitorinnenasche +9,Cenizas de las Inquisidoras +9,Прах инквизиторов +9,رﻣﺎد اﻟﻣﺣﻘﻖ +9,고문관의 뼛가루+9
2205010,Inquisitor Ashes +10,責問官の遺灰＋１０,拷问官的骨灰＋１０,Inquisitorinnenasche +10,Cenizas de las Inquisidoras +10,Прах инквизиторов +10,رﻣﺎد اﻟﻣﺣﻘﻖ +10,고문관의 뼛가루+10
2206000,Demi-Human Swordsman Yosh,亜人の剣士、ヨシ,“亚人剑士”约西,Halbmenschen-Schwertkämpfer Yosh,Мечник-получеловек Йош,Espadachim Semi-Humano Yosh,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ,아인 검사 요시
2206001,Demi-Human Swordsman Yosh +1,亜人の剣士、ヨシ＋１,“亚人剑士”约西＋１,Halbmenschen-Schwertkämpfer Yosh +1,Мечник-получеловек Йош +1,Espadachim Semi-Humano Yosh +1,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +1,아인 검사 요시+1
2206002,Demi-Human Swordsman Yosh +2,亜人の剣士、ヨシ＋２,“亚人剑士”约西＋２,Halbmenschen-Schwertkämpfer Yosh +2,Мечник-получеловек Йош +2,Espadachim Semi-Humano Yosh +2,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +2,아인 검사 요시+2
2206003,Demi-Human Swordsman Yosh +3,亜人の剣士、ヨシ＋３,“亚人剑士”约西＋３,Halbmenschen-Schwertkämpfer Yosh +3,Мечник-получеловек Йош +3,Espadachim Semi-Humano Yosh +3,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +3,아인 검사 요시+3
2206004,Demi-Human Swordsman Yosh +4,亜人の剣士、ヨシ＋４,“亚人剑士”约西＋４,Halbmenschen-Schwertkämpfer Yosh +4,Мечник-получеловек Йош +4,Espadachim Semi-Humano Yosh +4,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +4,아인 검사 요시+4
2206005,Demi-Human Swordsman Yosh +5,亜人の剣士、ヨシ＋５,“亚人剑士”约西＋５,Halbmenschen-Schwertkämpfer Yosh +5,Мечник-получеловек Йош +5,Espadachim Semi-Humano Yosh +5,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +5,아인 검사 요시+5
2206006,Demi-Human Swordsman Yosh +6,亜人の剣士、ヨシ＋６,“亚人剑士”约西＋６,Halbmenschen-Schwertkämpfer Yosh +6,Мечник-получеловек Йош +6,Espadachim Semi-Humano Yosh +6,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +6,아인 검사 요시+6
2206007,Demi-Human Swordsman Yosh +7,亜人の剣士、ヨシ＋７,“亚人剑士”约西＋７,Halbmenschen-Schwertkämpfer Yosh +7,Мечник-получеловек Йош +7,Espadachim Semi-Humano Yosh +7,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +7,아인 검사 요시+7
2206008,Demi-Human Swordsman Yosh +8,亜人の剣士、ヨシ＋８,“亚人剑士”约西＋８,Halbmenschen-Schwertkämpfer Yosh +8,Мечник-получеловек Йош +8,Espadachim Semi-Humano Yosh +8,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +8,아인 검사 요시+8
2206009,Demi-Human Swordsman Yosh +9,亜人の剣士、ヨシ＋９,“亚人剑士”约西＋９,Halbmenschen-Schwertkämpfer Yosh +9,Мечник-получеловек Йош +9,Espadachim Semi-Humano Yosh +9,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +9,아인 검사 요시+9
2206010,Demi-Human Swordsman Yosh +10,亜人の剣士、ヨシ＋１０,“亚人剑士”约西＋１０,Halbmenschen-Schwertkämpfer Yosh +10,Мечник-получеловек Йош +10,Espadachim Semi-Humano Yosh +10,ﻳﻭش اﻟﻣﺑﺎرز اﻟﻧﺻﻑ ﺑﺷﺭ +10,아인 검사 요시+10
2207000,Messmer Soldier Ashes,メスメル兵の遺灰,梅瑟莫士兵的骨灰,Messmer-Soldatenasche,Cenizas de soldados de Messmer,Прах солдат Мессмера,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ,메스메르 병사의 뼛가루
2207001,Messmer Soldier Ashes +1,メスメル兵の遺灰＋１,梅瑟莫士兵的骨灰＋１,Messmer-Soldatenasche +1,Cenizas de soldados de Messmer +1,Прах солдат Мессмера +1,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +1,메스메르 병사의 뼛가루+1
2207002,Messmer Soldier Ashes +2,メスメル兵の遺灰＋２,梅瑟莫士兵的骨灰＋２,Messmer-Soldatenasche +2,Cenizas de soldados de Messmer +2,Прах солдат Мессмера +2,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +2,메스메르 병사의 뼛가루+2
2207003,Messmer Soldier Ashes +3,メスメル兵の遺灰＋３,梅瑟莫士兵的骨灰＋３,Messmer-Soldatenasche +3,Cenizas de soldados de Messmer +3,Прах солдат Мессмера +3,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +3,메스메르 병사의 뼛가루+3
2207004,Messmer Soldier Ashes +4,メスメル兵の遺灰＋４,梅瑟莫士兵的骨灰＋４,Messmer-Soldatenasche +4,Cenizas de soldados de Messmer +4,Прах солдат Мессмера +4,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +4,메스메르 병사의 뼛가루+4
2207005,Messmer Soldier Ashes +5,メスメル兵の遺灰＋５,梅瑟莫士兵的骨灰＋５,Messmer-Soldatenasche +5,Cenizas de soldados de Messmer +5,Прах солдат Мессмера +5,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +5,메스메르 병사의 뼛가루+5
2207006,Messmer Soldier Ashes +6,メスメル兵の遺灰＋６,梅瑟莫士兵的骨灰＋６,Messmer-Soldatenasche +6,Cenizas de soldados de Messmer +6,Прах солдат Мессмера +6,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +6,메스메르 병사의 뼛가루+6
2207007,Messmer Soldier Ashes +7,メスメル兵の遺灰＋７,梅瑟莫士兵的骨灰＋７,Messmer-Soldatenasche +7,Cenizas de soldados de Messmer +7,Прах солдат Мессмера +7,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +7,메스메르 병사의 뼛가루+7
2207008,Messmer Soldier Ashes +8,メスメル兵の遺灰＋８,梅瑟莫士兵的骨灰＋８,Messmer-Soldatenasche +8,Cenizas de soldados de Messmer +8,Прах солдат Мессмера +8,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +8,메스메르 병사의 뼛가루+8
2207009,Messmer Soldier Ashes +9,メスメル兵の遺灰＋９,梅瑟莫士兵的骨灰＋９,Messmer-Soldatenasche +9,Cenizas de soldados de Messmer +9,Прах солдат Мессмера +9,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +9,메스메르 병사의 뼛가루+9
2207010,Messmer Soldier Ashes +10,メスメル兵の遺灰＋１０,梅瑟莫士兵的骨灰＋１０,Messmer-Soldatenasche +10,Cenizas de soldados de Messmer +10,Прах солдат Мессмера +10,رﻣﺎد ﺟﻧﺩي ﻣﻳﺳﻣﺭ +10,메스메르 병사의 뼛가루+10
2208000,Black Knight Commander Andreas,,“黑骑士团长”安卓斯,Schwarzer Ritterkommandant Andreas,Andreas,dowódca Czarnych Rycerzy,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد,黒騎士長、アンドレアス
2208001,Black Knight Commander Andreas +1,,“黑骑士团长”安卓斯＋１,Schwarzer Ritterkommandant Andreas +1,Andreas,dowódca Czarnych Rycerzy +1,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +1,黒騎士長、アンドレアス＋１
2208002,Black Knight Commander Andreas +2,,“黑骑士团长”安卓斯＋２,Schwarzer Ritterkommandant Andreas +2,Andreas,dowódca Czarnych Rycerzy +2,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +2,黒騎士長、アンドレアス＋２
2208003,Black Knight Commander Andreas +3,,“黑骑士团长”安卓斯＋３,Schwarzer Ritterkommandant Andreas +3,Andreas,dowódca Czarnych Rycerzy +3,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +3,黒騎士長、アンドレアス＋３
2208004,Black Knight Commander Andreas +4,,“黑骑士团长”安卓斯＋４,Schwarzer Ritterkommandant Andreas +4,Andreas,dowódca Czarnych Rycerzy +4,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +4,黒騎士長、アンドレアス＋４
2208005,Black Knight Commander Andreas +5,,“黑骑士团长”安卓斯＋５,Schwarzer Ritterkommandant Andreas +5,Andreas,dowódca Czarnych Rycerzy +5,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +5,黒騎士長、アンドレアス＋５
2208006,Black Knight Commander Andreas +6,,“黑骑士团长”安卓斯＋６,Schwarzer Ritterkommandant Andreas +6,Andreas,dowódca Czarnych Rycerzy +6,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +6,黒騎士長、アンドレアス＋６
2208007,Black Knight Commander Andreas +7,,“黑骑士团长”安卓斯＋７,Schwarzer Ritterkommandant Andreas +7,Andreas,dowódca Czarnych Rycerzy +7,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +7,黒騎士長、アンドレアス＋７
2208008,Black Knight Commander Andreas +8,,“黑骑士团长”安卓斯＋８,Schwarzer Ritterkommandant Andreas +8,Andreas,dowódca Czarnych Rycerzy +8,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +8,黒騎士長、アンドレアス＋８
2208009,Black Knight Commander Andreas +9,,“黑骑士团长”安卓斯＋９,Schwarzer Ritterkommandant Andreas +9,Andreas,dowódca Czarnych Rycerzy +9,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +9,黒騎士長、アンドレアス＋９
2208010,Black Knight Commander Andreas +10,,“黑骑士团长”安卓斯＋１０,Schwarzer Ritterkommandant Andreas +10,Andreas,dowódca Czarnych Rycerzy +10,أﻧﺩرﻳﺎس زﻋﻳﻡ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +10,黒騎士長、アンドレアス＋１０
2209000,Black Knight Captain Huw,,“黑骑士副团长”修,Schwarzer Ritterkapitän Huw,Huw,kapitan Czarnych Rycerzy,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد,黒騎士の副長、ヒュー
2209001,Black Knight Captain Huw +1,,“黑骑士副团长”修＋１,Schwarzer Ritterkapitän Huw +1,Huw,kapitan Czarnych Rycerzy +1,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +1,黒騎士の副長、ヒュー＋１
2209002,Black Knight Captain Huw +2,,“黑骑士副团长”修＋２,Schwarzer Ritterkapitän Huw +2,Huw,kapitan Czarnych Rycerzy +2,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +2,黒騎士の副長、ヒュー＋２
2209003,Black Knight Captain Huw +3,,“黑骑士副团长”修＋３,Schwarzer Ritterkapitän Huw +3,Huw,kapitan Czarnych Rycerzy +3,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +3,黒騎士の副長、ヒュー＋３
2209004,Black Knight Captain Huw +4,,“黑骑士副团长”修＋４,Schwarzer Ritterkapitän Huw +4,Huw,kapitan Czarnych Rycerzy +4,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +4,黒騎士の副長、ヒュー＋４
2209005,Black Knight Captain Huw +5,,“黑骑士副团长”修＋５,Schwarzer Ritterkapitän Huw +5,Huw,kapitan Czarnych Rycerzy +5,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +5,黒騎士の副長、ヒュー＋５
2209006,Black Knight Captain Huw +6,,“黑骑士副团长”修＋６,Schwarzer Ritterkapitän Huw +6,Huw,kapitan Czarnych Rycerzy +6,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +6,黒騎士の副長、ヒュー＋６
2209007,Black Knight Captain Huw +7,,“黑骑士副团长”修＋７,Schwarzer Ritterkapitän Huw +7,Huw,kapitan Czarnych Rycerzy +7,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +7,黒騎士の副長、ヒュー＋７
2209008,Black Knight Captain Huw +8,,“黑骑士副团长”修＋８,Schwarzer Ritterkapitän Huw +8,Huw,kapitan Czarnych Rycerzy +8,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +8,黒騎士の副長、ヒュー＋８
2209009,Black Knight Captain Huw +9,,“黑骑士副团长”修＋９,Schwarzer Ritterkapitän Huw +9,Huw,kapitan Czarnych Rycerzy +9,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +9,黒騎士の副長、ヒュー＋９
2209010,Black Knight Captain Huw +10,,“黑骑士副团长”修＋１０,Schwarzer Ritterkapitän Huw +10,Huw,kapitan Czarnych Rycerzy +10,ﻫﻳﻭ ﻗﺎﺋﺩ اﻟﻔﺭﺳﺎن اﻟﺳﻭد +10,黒騎士の副長、ヒュー＋１０
2210000,Bigmouth Imp Ashes,大口インプの遺灰,大嘴小恶魔的骨灰,Großmaulwichtasche,Cenizas del diablillo bocón,Прах большеротого беса,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ,큰 입 임프의 뼛가루
2210001,Bigmouth Imp Ashes +1,大口インプの遺灰＋１,大嘴小恶魔的骨灰＋１,Großmaulwichtasche +1,Cenizas del diablillo bocón +1,Прах большеротого беса +1,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +1,큰 입 임프의 뼛가루+1
2210002,Bigmouth Imp Ashes +2,大口インプの遺灰＋２,大嘴小恶魔的骨灰＋２,Großmaulwichtasche +2,Cenizas del diablillo bocón +2,Прах большеротого беса +2,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +2,큰 입 임프의 뼛가루+2
2210003,Bigmouth Imp Ashes +3,大口インプの遺灰＋３,大嘴小恶魔的骨灰＋３,Großmaulwichtasche +3,Cenizas del diablillo bocón +3,Прах большеротого беса +3,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +3,큰 입 임프의 뼛가루+3
2210004,Bigmouth Imp Ashes +4,大口インプの遺灰＋４,大嘴小恶魔的骨灰＋４,Großmaulwichtasche +4,Cenizas del diablillo bocón +4,Прах большеротого беса +4,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +4,큰 입 임프의 뼛가루+4
2210005,Bigmouth Imp Ashes +5,大口インプの遺灰＋５,大嘴小恶魔的骨灰＋５,Großmaulwichtasche +5,Cenizas del diablillo bocón +5,Прах большеротого беса +5,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +5,큰 입 임프의 뼛가루+5
2210006,Bigmouth Imp Ashes +6,大口インプの遺灰＋６,大嘴小恶魔的骨灰＋６,Großmaulwichtasche +6,Cenizas del diablillo bocón +6,Прах большеротого беса +6,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +6,큰 입 임프의 뼛가루+6
2210007,Bigmouth Imp Ashes +7,大口インプの遺灰＋７,大嘴小恶魔的骨灰＋７,Großmaulwichtasche +7,Cenizas del diablillo bocón +7,Прах большеротого беса +7,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +7,큰 입 임프의 뼛가루+7
2210008,Bigmouth Imp Ashes +8,大口インプの遺灰＋８,大嘴小恶魔的骨灰＋８,Großmaulwichtasche +8,Cenizas del diablillo bocón +8,Прах большеротого беса +8,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +8,큰 입 임프의 뼛가루+8
2210009,Bigmouth Imp Ashes +9,大口インプの遺灰＋９,大嘴小恶魔的骨灰＋９,Großmaulwichtasche +9,Cenizas del diablillo bocón +9,Прах большеротого беса +9,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +9,큰 입 임프의 뼛가루+9
2210010,Bigmouth Imp Ashes +10,大口インプの遺灰＋１０,大嘴小恶魔的骨灰＋１０,Großmaulwichtasche +10,Cenizas del diablillo bocón +10,Прах большеротого беса +10,رﻣﺎد اﻟﻘﺯم ﻛﺑﻳﺭ اﻟﻔﻡ +10,큰 입 임프의 뼛가루+10
2211000,Man-Fly Ashes,人蠅の遺灰,人形苍蝇的骨灰,Menschenfliegenasche,Cenizas de hombres moscas,Прах мухолюдов,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي,인간파리의 뼛가루
2211001,Man-Fly Ashes +1,人蠅の遺灰＋１,人形苍蝇的骨灰＋１,Menschenfliegenasche +1,Cenizas de hombres moscas +1,Прах мухолюдов +1,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +1,인간파리의 뼛가루+1
2211002,Man-Fly Ashes +2,人蠅の遺灰＋２,人形苍蝇的骨灰＋２,Menschenfliegenasche +2,Cenizas de hombres moscas +2,Прах мухолюдов +2,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +2,인간파리의 뼛가루+2
2211003,Man-Fly Ashes +3,人蠅の遺灰＋３,人形苍蝇的骨灰＋３,Menschenfliegenasche +3,Cenizas de hombres moscas +3,Прах мухолюдов +3,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +3,인간파리의 뼛가루+3
2211004,Man-Fly Ashes +4,人蠅の遺灰＋４,人形苍蝇的骨灰＋４,Menschenfliegenasche +4,Cenizas de hombres moscas +4,Прах мухолюдов +4,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +4,인간파리의 뼛가루+4
2211005,Man-Fly Ashes +5,人蠅の遺灰＋５,人形苍蝇的骨灰＋５,Menschenfliegenasche +5,Cenizas de hombres moscas +5,Прах мухолюдов +5,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +5,인간파리의 뼛가루+5
2211006,Man-Fly Ashes +6,人蠅の遺灰＋６,人形苍蝇的骨灰＋６,Menschenfliegenasche +6,Cenizas de hombres moscas +6,Прах мухолюдов +6,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +6,인간파리의 뼛가루+6
2211007,Man-Fly Ashes +7,人蠅の遺灰＋７,人形苍蝇的骨灰＋７,Menschenfliegenasche +7,Cenizas de hombres moscas +7,Прах мухолюдов +7,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +7,인간파리의 뼛가루+7
2211008,Man-Fly Ashes +8,人蠅の遺灰＋８,人形苍蝇的骨灰＋８,Menschenfliegenasche +8,Cenizas de hombres moscas +8,Прах мухолюдов +8,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +8,인간파리의 뼛가루+8
2211009,Man-Fly Ashes +9,人蠅の遺灰＋９,人形苍蝇的骨灰＋９,Menschenfliegenasche +9,Cenizas de hombres moscas +9,Прах мухолюдов +9,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +9,인간파리의 뼛가루+9
