ID,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
231005,Kaiden Sellsword Ashes +5,カイデンの傭兵の遺灰＋５,凯丹佣兵的骨灰＋５,Попіл кайденського найманця +5,,Прах наёмника из Кайдена +5,,
231006,Kaiden Sellsword Ashes +6,カイデンの傭兵の遺灰＋６,凯丹佣兵的骨灰＋６,Попіл кайденського найманця +6,,Прах наёмника из Кайдена +6,,
231007,Kaiden Sellsword Ashes +7,カイデンの傭兵の遺灰＋７,凯丹佣兵的骨灰＋７,Попіл кайденського найманця +7,,Прах наёмника из Кайдена +7,,
231008,Kaiden Sellsword Ashes +8,カイデンの傭兵の遺灰＋８,凯丹佣兵的骨灰＋８,Попіл кайденського найманця +8,,Прах наёмника из Кайдена +8,,
231009,Kaiden Sellsword Ashes +9,カイデンの傭兵の遺灰＋９,凯丹佣兵的骨灰＋９,Попіл кайденського найманця +9,,Прах наёмника из Кайдена +9,,
231010,Kaiden Sellsword Ashes +10,カイデンの傭兵の遺灰＋１０,凯丹佣兵的骨灰＋１０,Попіл кайденського найманця +10,,Прах наёмника из Кайдена +10,,
232000,Lone Wolf Ashes,はぐれ狼の遺灰,离群野狼的骨灰,Попіл заблукалого вовка,,Прах волков-одиночек,,
232001,Lone Wolf Ashes +1,はぐれ狼の遺灰＋１,离群野狼的骨灰＋１,Попіл заблукалого вовка +1,,Прах волков-одиночек +1,,
232002,Lone Wolf Ashes +2,はぐれ狼の遺灰＋２,离群野狼的骨灰＋２,Попіл заблукалого вовка +2,,Прах волков-одиночек +2,,
232003,Lone Wolf Ashes +3,はぐれ狼の遺灰＋３,离群野狼的骨灰＋３,Попіл заблукалого вовка +3,,Прах волков-одиночек +3,,
232004,Lone Wolf Ashes +4,はぐれ狼の遺灰＋４,离群野狼的骨灰＋４,Попіл заблукалого вовка +4,,Прах волков-одиночек +4,,
232005,Lone Wolf Ashes +5,はぐれ狼の遺灰＋５,离群野狼的骨灰＋５,Попіл заблукалого вовка +5,,Прах волков-одиночек +5,,
232006,Lone Wolf Ashes +6,はぐれ狼の遺灰＋６,离群野狼的骨灰＋６,Попіл заблукалого вовка +6,,Прах волков-одиночек +6,,
232007,Lone Wolf Ashes +7,はぐれ狼の遺灰＋７,离群野狼的骨灰＋７,Попіл заблукалого вовка +7,,Прах волков-одиночек +7,,
232008,Lone Wolf Ashes +8,はぐれ狼の遺灰＋８,离群野狼的骨灰＋８,Попіл заблукалого вовка +8,,Прах волков-одиночек +8,,
232009,Lone Wolf Ashes +9,はぐれ狼の遺灰＋９,离群野狼的骨灰＋９,Попіл заблукалого вовка +9,,Прах волков-одиночек +9,,
232010,Lone Wolf Ashes +10,はぐれ狼の遺灰＋１０,离群野狼的骨灰＋１０,Попіл заблукалого вовка +10,,Прах волков-одиночек +10,,
233000,Giant Rat Ashes,大ネズミの遺灰,大老鼠的骨灰,Попіл великого щура,,Прах гигантских крыс,,
233001,Giant Rat Ashes +1,大ネズミの遺灰＋１,大老鼠的骨灰＋１,Попіл великого щура +1,,Прах гигантских крыс +1,,
233002,Giant Rat Ashes +2,大ネズミの遺灰＋２,大老鼠的骨灰＋２,Попіл великого щура +2,,Прах гигантских крыс +2,,
233003,Giant Rat Ashes +3,大ネズミの遺灰＋３,大老鼠的骨灰＋３,Попіл великого щура +3,,Прах гигантских крыс +3,,
233004,Giant Rat Ashes +4,大ネズミの遺灰＋４,大老鼠的骨灰＋４,Попіл великого щура +4,,Прах гигантских крыс +4,,
233005,Giant Rat Ashes +5,大ネズミの遺灰＋５,大老鼠的骨灰＋５,Попіл великого щура +5,,Прах гигантских крыс +5,,
233006,Giant Rat Ashes +6,大ネズミの遺灰＋６,大老鼠的骨灰＋６,Попіл великого щура +6,,Прах гигантских крыс +6,,
233007,Giant Rat Ashes +7,大ネズミの遺灰＋７,大老鼠的骨灰＋７,Попіл великого щура +7,,Прах гигантских крыс +7,,
233008,Giant Rat Ashes +8,大ネズミの遺灰＋８,大老鼠的骨灰＋８,Попіл великого щура +8,,Прах гигантских крыс +8,,
233009,Giant Rat Ashes +9,大ネズミの遺灰＋９,大老鼠的骨灰＋９,Попіл великого щура +9,,Прах гигантских крыс +9,,
233010,Giant Rat Ashes +10,大ネズミの遺灰＋１０,大老鼠的骨灰＋１０,Попіл великого щура +10,,Прах гигантских крыс +10,,
234000,Demi-Human Ashes,亜人団の遺灰,亚人集团的骨灰,Попіл напівлюдини,,Прах полулюдей,,
234001,Demi-Human Ashes +1,亜人団の遺灰＋１,亚人集团的骨灰＋１,Попіл напівлюдини +1,,Прах полулюдей +1,,
234002,Demi-Human Ashes +2,亜人団の遺灰＋２,亚人集团的骨灰＋２,Попіл напівлюдини +2,,Прах полулюдей +2,,
234003,Demi-Human Ashes +3,亜人団の遺灰＋３,亚人集团的骨灰＋３,Попіл напівлюдини +3,,Прах полулюдей +3,,
234004,Demi-Human Ashes +4,亜人団の遺灰＋４,亚人集团的骨灰＋４,Попіл напівлюдини +4,,Прах полулюдей +4,,
234005,Demi-Human Ashes +5,亜人団の遺灰＋５,亚人集团的骨灰＋５,Попіл напівлюдини +5,,Прах полулюдей +5,,
234006,Demi-Human Ashes +6,亜人団の遺灰＋６,亚人集团的骨灰＋６,Попіл напівлюдини +6,,Прах полулюдей +6,,
234007,Demi-Human Ashes +7,亜人団の遺灰＋７,亚人集团的骨灰＋７,Попіл напівлюдини +7,,Прах полулюдей +7,,
234008,Demi-Human Ashes +8,亜人団の遺灰＋８,亚人集团的骨灰＋８,Попіл напівлюдини +8,,Прах полулюдей +8,,
234009,Demi-Human Ashes +9,亜人団の遺灰＋９,亚人集团的骨灰＋９,Попіл напівлюдини +9,,Прах полулюдей +9,,
234010,Demi-Human Ashes +10,亜人団の遺灰＋１０,亚人集团的骨灰＋１０,Попіл напівлюдини +10,,Прах полулюдей +10,,
235000,Rotten Stray Ashes,腐った野犬の遺灰,腐败野狗的骨灰,Попіл гнильного пса,,Прах гниющего бродячего пса,,
235001,Rotten Stray Ashes +1,腐った野犬の遺灰＋１,腐败野狗的骨灰＋１,Попіл гнильного пса +1,,Прах гниющего бродячего пса +1,,
235002,Rotten Stray Ashes +2,腐った野犬の遺灰＋２,腐败野狗的骨灰＋２,Попіл гнильного пса +2,,Прах гниющего бродячего пса +2,,
235003,Rotten Stray Ashes +3,腐った野犬の遺灰＋３,腐败野狗的骨灰＋３,Попіл гнильного пса +3,,Прах гниющего бродячего пса +3,,
235004,Rotten Stray Ashes +4,腐った野犬の遺灰＋４,腐败野狗的骨灰＋４,Попіл гнильного пса +4,,Прах гниющего бродячего пса +4,,
235005,Rotten Stray Ashes +5,腐った野犬の遺灰＋５,腐败野狗的骨灰＋５,Попіл гнильного пса +5,,Прах гниющего бродячего пса +5,,
235006,Rotten Stray Ashes +6,腐った野犬の遺灰＋６,腐败野狗的骨灰＋６,Попіл гнильного пса +6,,Прах гниющего бродячего пса +6,,
235007,Rotten Stray Ashes +7,腐った野犬の遺灰＋７,腐败野狗的骨灰＋７,Попіл гнильного пса +7,,Прах гниющего бродячего пса +7,,
235008,Rotten Stray Ashes +8,腐った野犬の遺灰＋８,腐败野狗的骨灰＋８,Попіл гнильного пса +8,,Прах гниющего бродячего пса +8,,
235009,Rotten Stray Ashes +9,腐った野犬の遺灰＋９,腐败野狗的骨灰＋９,Попіл гнильного пса +9,,Прах гниющего бродячего пса +9,,
235010,Rotten Stray Ashes +10,腐った野犬の遺灰＋１０,腐败野狗的骨灰＋１０,Попіл гнильного пса +10,,Прах гниющего бродячего пса +10,,
236000,Spirit Jellyfish Ashes,霊クラゲの遺灰,灵魂水母的骨灰,Попіл примарної медузи,,Прах призрачной медузы,,
236001,Spirit Jellyfish Ashes +1,霊クラゲの遺灰＋１,灵魂水母的骨灰＋１,Попіл примарної медузи +1,,Прах призрачной медузы +1,,
236002,Spirit Jellyfish Ashes +2,霊クラゲの遺灰＋２,灵魂水母的骨灰＋２,Попіл примарної медузи +2,,Прах призрачной медузы +2,,
236003,Spirit Jellyfish Ashes +3,霊クラゲの遺灰＋３,灵魂水母的骨灰＋３,Попіл примарної медузи +3,,Прах призрачной медузы +3,,
236004,Spirit Jellyfish Ashes +4,霊クラゲの遺灰＋４,灵魂水母的骨灰＋４,Попіл примарної медузи +4,,Прах призрачной медузы +4,,
236005,Spirit Jellyfish Ashes +5,霊クラゲの遺灰＋５,灵魂水母的骨灰＋５,Попіл примарної медузи +5,,Прах призрачной медузы +5,,
236006,Spirit Jellyfish Ashes +6,霊クラゲの遺灰＋６,灵魂水母的骨灰＋６,Попіл примарної медузи +6,,Прах призрачной медузы +6,,
236007,Spirit Jellyfish Ashes +7,霊クラゲの遺灰＋７,灵魂水母的骨灰＋７,Попіл примарної медузи +7,,Прах призрачной медузы +7,,
236008,Spirit Jellyfish Ashes +8,霊クラゲの遺灰＋８,灵魂水母的骨灰＋８,Попіл примарної медузи +8,,Прах призрачной медузы +8,,
236009,Spirit Jellyfish Ashes +9,霊クラゲの遺灰＋９,灵魂水母的骨灰＋９,Попіл примарної медузи +9,,Прах призрачной медузы +9,,
236010,Spirit Jellyfish Ashes +10,霊クラゲの遺灰＋１０,灵魂水母的骨灰＋１０,Попіл примарної медузи +10,,Прах призрачной медузы +10,,
237000,Warhawk Ashes,戦鷹の遺灰,战鹰的骨灰,Попіл бойового яструба,,Прах боевого ястреба,,
237001,Warhawk Ashes +1,戦鷹の遺灰＋１,战鹰的骨灰＋１,Попіл бойового яструба +1,,Прах боевого ястреба +1,,
237002,Warhawk Ashes +2,戦鷹の遺灰＋２,战鹰的骨灰＋２,Попіл бойового яструба +2,,Прах боевого ястреба +2,,
237003,Warhawk Ashes +3,戦鷹の遺灰＋３,战鹰的骨灰＋３,Попіл бойового яструба +3,,Прах боевого ястреба +3,,
237004,Warhawk Ashes +4,戦鷹の遺灰＋４,战鹰的骨灰＋４,Попіл бойового яструба +4,,Прах боевого ястреба +4,,
237005,Warhawk Ashes +5,戦鷹の遺灰＋５,战鹰的骨灰＋５,Попіл бойового яструба +5,,Прах боевого ястреба +5,,
237006,Warhawk Ashes +6,戦鷹の遺灰＋６,战鹰的骨灰＋６,Попіл бойового яструба +6,,Прах боевого ястреба +6,,
237007,Warhawk Ashes +7,戦鷹の遺灰＋７,战鹰的骨灰＋７,Попіл бойового яструба +7,,Прах боевого ястреба +7,,
237008,Warhawk Ashes +8,戦鷹の遺灰＋８,战鹰的骨灰＋８,Попіл бойового яструба +8,,Прах боевого ястреба +8,,
237009,Warhawk Ashes +9,戦鷹の遺灰＋９,战鹰的骨灰＋９,Попіл бойового яструба +9,,Прах боевого ястреба +9,,
237010,Warhawk Ashes +10,戦鷹の遺灰＋１０,战鹰的骨灰＋１０,Попіл бойового яструба +10,,Прах боевого ястреба +10,,
238000,Stormhawk Deenh,嵐の鷹、ディーネ,风暴鹰汀涅,"Дін, штормовий яструб",,Штормовой ястреб Дин,,
238001,Stormhawk Deenh +1,嵐の鷹、ディーネ＋１,风暴鹰汀涅＋１,"Дін, штормовий яструб +1",,Штормовой ястреб Дин +1,,
238002,Stormhawk Deenh +2,嵐の鷹、ディーネ＋２,风暴鹰汀涅＋２,"Дін, штормовий яструб +2",,Штормовой ястреб Дин +2,,
238003,Stormhawk Deenh +3,嵐の鷹、ディーネ＋３,风暴鹰汀涅＋３,"Дін, штормовий яструб +3",,Штормовой ястреб Дин +3,,
238004,Stormhawk Deenh +4,嵐の鷹、ディーネ＋４,风暴鹰汀涅＋４,"Дін, штормовий яструб +4",,Штормовой ястреб Дин +4,,
238005,Stormhawk Deenh +5,嵐の鷹、ディーネ＋５,风暴鹰汀涅＋５,"Дін, штормовий яструб +5",,Штормовой ястреб Дин +5,,
238006,Stormhawk Deenh +6,嵐の鷹、ディーネ＋６,风暴鹰汀涅＋６,"Дін, штормовий яструб +6",,Штормовой ястреб Дин +6,,
238007,Stormhawk Deenh +7,嵐の鷹、ディーネ＋７,风暴鹰汀涅＋７,"Дін, штормовий яструб +7",,Штормовой ястреб Дин +7,,
238008,Stormhawk Deenh +8,嵐の鷹、ディーネ＋８,风暴鹰汀涅＋８,"Дін, штормовий яструб +8",,Штормовой ястреб Дин +8,,
238009,Stormhawk Deenh +9,嵐の鷹、ディーネ＋９,风暴鹰汀涅＋９,"Дін, штормовий яструб +9",,Штормовой ястреб Дин +9,,
238010,Stormhawk Deenh +10,嵐の鷹、ディーネ＋１０,风暴鹰汀涅＋１０,"Дін, штормовий яструб +10",,Штормовой ястреб Дин +10,,
239000,Bloodhound Knight Floh,猟犬騎士、フロー,“猎犬骑士”弗罗,"Фло, лицар-гончак",,"Прах Флоу, рыцаря-ищейки",,
239001,Bloodhound Knight Floh +1,猟犬騎士、フロー＋１,“猎犬骑士”弗罗＋１,"Фло, лицар-гончак +1",,"Прах Флоу, рыцаря-ищейки +1",,
239002,Bloodhound Knight Floh +2,猟犬騎士、フロー＋２,“猎犬骑士”弗罗＋２,"Фло, лицар-гончак +2",,"Прах Флоу, рыцаря-ищейки +2",,
239003,Bloodhound Knight Floh +3,猟犬騎士、フロー＋３,“猎犬骑士”弗罗＋３,"Фло, лицар-гончак +3",,"Прах Флоу, рыцаря-ищейки +3",,
239004,Bloodhound Knight Floh +4,猟犬騎士、フロー＋４,“猎犬骑士”弗罗＋４,"Фло, лицар-гончак +4",,"Прах Флоу, рыцаря-ищейки +4",,
239005,Bloodhound Knight Floh +5,猟犬騎士、フロー＋５,“猎犬骑士”弗罗＋５,"Фло, лицар-гончак +5",,"Прах Флоу, рыцаря-ищейки +5",,
239006,Bloodhound Knight Floh +6,猟犬騎士、フロー＋６,“猎犬骑士”弗罗＋６,"Фло, лицар-гончак +6",,"Прах Флоу, рыцаря-ищейки +6",,
239007,Bloodhound Knight Floh +7,猟犬騎士、フロー＋７,“猎犬骑士”弗罗＋７,"Фло, лицар-гончак +7",,"Прах Флоу, рыцаря-ищейки +7",,
239008,Bloodhound Knight Floh +8,猟犬騎士、フロー＋８,“猎犬骑士”弗罗＋８,"Фло, лицар-гончак +8",,"Прах Флоу, рыцаря-ищейки +8",,
239009,Bloodhound Knight Floh +9,猟犬騎士、フロー＋９,“猎犬骑士”弗罗＋９,"Фло, лицар-гончак +9",,"Прах Флоу, рыцаря-ищейки +9",,
239010,Bloodhound Knight Floh +10,猟犬騎士、フロー＋１０,“猎犬骑士”弗罗＋１０,"Фло, лицар-гончак +10",,"Прах Флоу, рыцаря-ищейки +10",,
240000,Wandering Noble Ashes,さまよえる貴人の遺灰,徘徊权贵的骨灰,Попіл шляхтича-мандрівника,,Прах странствующих вельмож,,
240001,Wandering Noble Ashes +1,さまよえる貴人の遺灰＋１,徘徊权贵的骨灰＋１,Попіл шляхтича-мандрівника +1,,Прах странствующих вельмож +1,,
240002,Wandering Noble Ashes +2,さまよえる貴人の遺灰＋２,徘徊权贵的骨灰＋２,Попіл шляхтича-мандрівника +2,,Прах странствующих вельмож +2,,
240003,Wandering Noble Ashes +3,さまよえる貴人の遺灰＋３,徘徊权贵的骨灰＋３,Попіл шляхтича-мандрівника +3,,Прах странствующих вельмож +3,,
240004,Wandering Noble Ashes +4,さまよえる貴人の遺灰＋４,徘徊权贵的骨灰＋４,Попіл шляхтича-мандрівника +4,,Прах странствующих вельмож +4,,
240005,Wandering Noble Ashes +5,さまよえる貴人の遺灰＋５,徘徊权贵的骨灰＋５,Попіл шляхтича-мандрівника +5,,Прах странствующих вельмож +5,,
240006,Wandering Noble Ashes +6,さまよえる貴人の遺灰＋６,徘徊权贵的骨灰＋６,Попіл шляхтича-мандрівника +6,,Прах странствующих вельмож +6,,
240007,Wandering Noble Ashes +7,さまよえる貴人の遺灰＋７,徘徊权贵的骨灰＋７,Попіл шляхтича-мандрівника +7,,Прах странствующих вельмож +7,,
240008,Wandering Noble Ashes +8,さまよえる貴人の遺灰＋８,徘徊权贵的骨灰＋８,Попіл шляхтича-мандрівника +8,,Прах странствующих вельмож +8,,
240009,Wandering Noble Ashes +9,さまよえる貴人の遺灰＋９,徘徊权贵的骨灰＋９,Попіл шляхтича-мандрівника +9,,Прах странствующих вельмож +9,,
240010,Wandering Noble Ashes +10,さまよえる貴人の遺灰＋１０,徘徊权贵的骨灰＋１０,Попіл шляхтича-мандрівника +10,,Прах странствующих вельмож +10,,
241000,Noble Sorcerer Ashes,貴人の魔術師の遺灰,权贵魔法师的骨灰,Попіл шляхтича-чародія,,Прах высокородного чародея,,
241001,Noble Sorcerer Ashes +1,貴人の魔術師の遺灰＋１,权贵魔法师的骨灰＋１,Попіл шляхтича-чародія +1,,Прах высокородного чародея +1,,
241002,Noble Sorcerer Ashes +2,貴人の魔術師の遺灰＋２,权贵魔法师的骨灰＋２,Попіл шляхтича-чародія +2,,Прах высокородного чародея +2,,
241003,Noble Sorcerer Ashes +3,貴人の魔術師の遺灰＋３,权贵魔法师的骨灰＋３,Попіл шляхтича-чародія +3,,Прах высокородного чародея +3,,
241004,Noble Sorcerer Ashes +4,貴人の魔術師の遺灰＋４,权贵魔法师的骨灰＋４,Попіл шляхтича-чародія +4,,Прах высокородного чародея +4,,
241005,Noble Sorcerer Ashes +5,貴人の魔術師の遺灰＋５,权贵魔法师的骨灰＋５,Попіл шляхтича-чародія +5,,Прах высокородного чародея +5,,
241006,Noble Sorcerer Ashes +6,貴人の魔術師の遺灰＋６,权贵魔法师的骨灰＋６,Попіл шляхтича-чародія +6,,Прах высокородного чародея +6,,
241007,Noble Sorcerer Ashes +7,貴人の魔術師の遺灰＋７,权贵魔法师的骨灰＋７,Попіл шляхтича-чародія +7,,Прах высокородного чародея +7,,
241008,Noble Sorcerer Ashes +8,貴人の魔術師の遺灰＋８,权贵魔法师的骨灰＋８,Попіл шляхтича-чародія +8,,Прах высокородного чародея +8,,
241009,Noble Sorcerer Ashes +9,貴人の魔術師の遺灰＋９,权贵魔法师的骨灰＋９,Попіл шляхтича-чародія +9,,Прах высокородного чародея +9,,
241010,Noble Sorcerer Ashes +10,貴人の魔術師の遺灰＋１０,权贵魔法师的骨灰＋１０,Попіл шляхтича-чародія +10,,Прах высокородного чародея +10,,
242000,Vulgar Militia Ashes,卑兵の遺灰,恶兵的骨灰,Попіл ополченця,,Прах плебеев-ополченцев,,
242001,Vulgar Militia Ashes +1,卑兵の遺灰＋１,恶兵的骨灰＋１,Попіл ополченця +1,,Прах плебеев-ополченцев +1,,
242002,Vulgar Militia Ashes +2,卑兵の遺灰＋２,恶兵的骨灰＋２,Попіл ополченця +2,,Прах плебеев-ополченцев +2,,
242003,Vulgar Militia Ashes +3,卑兵の遺灰＋３,恶兵的骨灰＋３,Попіл ополченця +3,,Прах плебеев-ополченцев +3,,
242004,Vulgar Militia Ashes +4,卑兵の遺灰＋４,恶兵的骨灰＋４,Попіл ополченця +4,,Прах плебеев-ополченцев +4,,
242005,Vulgar Militia Ashes +5,卑兵の遺灰＋５,恶兵的骨灰＋５,Попіл ополченця +5,,Прах плебеев-ополченцев +5,,
242006,Vulgar Militia Ashes +6,卑兵の遺灰＋６,恶兵的骨灰＋６,Попіл ополченця +6,,Прах плебеев-ополченцев +6,,
242007,Vulgar Militia Ashes +7,卑兵の遺灰＋７,恶兵的骨灰＋７,Попіл ополченця +7,,Прах плебеев-ополченцев +7,,
242008,Vulgar Militia Ashes +8,卑兵の遺灰＋８,恶兵的骨灰＋８,Попіл ополченця +8,,Прах плебеев-ополченцев +8,,
242009,Vulgar Militia Ashes +9,卑兵の遺灰＋９,恶兵的骨灰＋９,Попіл ополченця +9,,Прах плебеев-ополченцев +9,,
242010,Vulgar Militia Ashes +10,卑兵の遺灰＋１０,恶兵的骨灰＋１０,Попіл ополченця +10,,Прах плебеев-ополченцев +10,,
243000,Mad Pumpkin Head Ashes,かぼちゃの狂兵の遺灰,发狂南瓜头士兵的骨灰,Попіл шаленого гарбузоголового,,Прах тыквоголового безумца,,
243001,Mad Pumpkin Head Ashes +1,かぼちゃの狂兵の遺灰＋１,发狂南瓜头士兵的骨灰＋１,Попіл шаленого гарбузоголового +1,,Прах тыквоголового безумца +1,,
243002,Mad Pumpkin Head Ashes +2,かぼちゃの狂兵の遺灰＋２,发狂南瓜头士兵的骨灰＋２,Попіл шаленого гарбузоголового +2,,Прах тыквоголового безумца +2,,
243003,Mad Pumpkin Head Ashes +3,かぼちゃの狂兵の遺灰＋３,发狂南瓜头士兵的骨灰＋３,Попіл шаленого гарбузоголового +3,,Прах тыквоголового безумца +3,,
243004,Mad Pumpkin Head Ashes +4,かぼちゃの狂兵の遺灰＋４,发狂南瓜头士兵的骨灰＋４,Попіл шаленого гарбузоголового +4,,Прах тыквоголового безумца +4,,
243005,Mad Pumpkin Head Ashes +5,かぼちゃの狂兵の遺灰＋５,发狂南瓜头士兵的骨灰＋５,Попіл шаленого гарбузоголового +5,,Прах тыквоголового безумца +5,,
243006,Mad Pumpkin Head Ashes +6,かぼちゃの狂兵の遺灰＋６,发狂南瓜头士兵的骨灰＋６,Попіл шаленого гарбузоголового +6,,Прах тыквоголового безумца +6,,
243007,Mad Pumpkin Head Ashes +7,かぼちゃの狂兵の遺灰＋７,发狂南瓜头士兵的骨灰＋７,Попіл шаленого гарбузоголового +7,,Прах тыквоголового безумца +7,,
243008,Mad Pumpkin Head Ashes +8,かぼちゃの狂兵の遺灰＋８,发狂南瓜头士兵的骨灰＋８,Попіл шаленого гарбузоголового +8,,Прах тыквоголового безумца +8,,
243009,Mad Pumpkin Head Ashes +9,かぼちゃの狂兵の遺灰＋９,发狂南瓜头士兵的骨灰＋９,Попіл шаленого гарбузоголового +9,,Прах тыквоголового безумца +9,,
243010,Mad Pumpkin Head Ashes +10,かぼちゃの狂兵の遺灰＋１０,发狂南瓜头士兵的骨灰＋１０,Попіл шаленого гарбузоголового +10,,Прах тыквоголового безумца +10,,
244000,Land Squirt Ashes,陸ほやの遺灰,陆生海鞘的骨灰,Попіл земляного бризкуна,,Прах земляных брызгунов,,
244001,Land Squirt Ashes +1,陸ほやの遺灰＋１,陆生海鞘的骨灰＋１,Попіл земляного бризкуна +1,,Прах земляных брызгунов +1,,
244002,Land Squirt Ashes +2,陸ほやの遺灰＋２,陆生海鞘的骨灰＋２,Попіл земляного бризкуна +2,,Прах земляных брызгунов +2,,
244003,Land Squirt Ashes +3,陸ほやの遺灰＋３,陆生海鞘的骨灰＋３,Попіл земляного бризкуна +3,,Прах земляных брызгунов +3,,
244004,Land Squirt Ashes +4,陸ほやの遺灰＋４,陆生海鞘的骨灰＋４,Попіл земляного бризкуна +4,,Прах земляных брызгунов +4,,
244005,Land Squirt Ashes +5,陸ほやの遺灰＋５,陆生海鞘的骨灰＋５,Попіл земляного бризкуна +5,,Прах земляных брызгунов +5,,
244006,Land Squirt Ashes +6,陸ほやの遺灰＋６,陆生海鞘的骨灰＋６,Попіл земляного бризкуна +6,,Прах земляных брызгунов +6,,
244007,Land Squirt Ashes +7,陸ほやの遺灰＋７,陆生海鞘的骨灰＋７,Попіл земляного бризкуна +7,,Прах земляных брызгунов +7,,
244008,Land Squirt Ashes +8,陸ほやの遺灰＋８,陆生海鞘的骨灰＋８,Попіл земляного бризкуна +8,,Прах земляных брызгунов +8,,
244009,Land Squirt Ashes +9,陸ほやの遺灰＋９,陆生海鞘的骨灰＋９,Попіл земляного бризкуна +9,,Прах земляных брызгунов +9,,
244010,Land Squirt Ashes +10,陸ほやの遺灰＋１０,陆生海鞘的骨灰＋１０,Попіл земляного бризкуна +10,,Прах земляных брызгунов +10,,
245000,Miranda Sprout Ashes,小ミランダの遺灰,小米兰达的骨灰,Попіл пагона Міранди,,Прах цветков миранды,,
245001,Miranda Sprout Ashes +1,小ミランダの遺灰＋１,小米兰达的骨灰＋１,Попіл пагона Міранди +1,,Прах цветков миранды +1,,
245002,Miranda Sprout Ashes +2,小ミランダの遺灰＋２,小米兰达的骨灰＋２,Попіл пагона Міранди +2,,Прах цветков миранды +2,,
245003,Miranda Sprout Ashes +3,小ミランダの遺灰＋３,小米兰达的骨灰＋３,Попіл пагона Міранди +3,,Прах цветков миранды +3,,
245004,Miranda Sprout Ashes +4,小ミランダの遺灰＋４,小米兰达的骨灰＋４,Попіл пагона Міранди +4,,Прах цветков миранды +4,,
245005,Miranda Sprout Ashes +5,小ミランダの遺灰＋５,小米兰达的骨灰＋５,Попіл пагона Міранди +5,,Прах цветков миранды +5,,
245006,Miranda Sprout Ashes +6,小ミランダの遺灰＋６,小米兰达的骨灰＋６,Попіл пагона Міранди +6,,Прах цветков миранды +6,,
245007,Miranda Sprout Ashes +7,小ミランダの遺灰＋７,小米兰达的骨灰＋７,Попіл пагона Міранди +7,,Прах цветков миранды +7,,
245008,Miranda Sprout Ashes +8,小ミランダの遺灰＋８,小米兰达的骨灰＋８,Попіл пагона Міранди +8,,Прах цветков миранды +8,,
245009,Miranda Sprout Ashes +9,小ミランダの遺灰＋９,小米兰达的骨灰＋９,Попіл пагона Міранди +9,,Прах цветков миранды +9,,
245010,Miranda Sprout Ashes +10,小ミランダの遺灰＋１０,小米兰达的骨灰＋１０,Попіл пагона Міранди +10,,Прах цветков миранды +10,,
246000,Soldjars of Fortune Ashes,特攻野郎たちの遺灰,特攻先锋群的骨灰,Попіл горщиків-камікадзе,,Прах солдат удачи,,
246001,Soldjars of Fortune Ashes +1,特攻野郎たちの遺灰＋１,特攻先锋群的骨灰＋１,Попіл горщиків-камікадзе +1,,Прах солдат удачи +1,,
246002,Soldjars of Fortune Ashes +2,特攻野郎たちの遺灰＋２,特攻先锋群的骨灰＋２,Попіл горщиків-камікадзе +2,,Прах солдат удачи +2,,
246003,Soldjars of Fortune Ashes +3,特攻野郎たちの遺灰＋３,特攻先锋群的骨灰＋３,Попіл горщиків-камікадзе +3,,Прах солдат удачи +3,,
246004,Soldjars of Fortune Ashes +4,特攻野郎たちの遺灰＋４,特攻先锋群的骨灰＋４,Попіл горщиків-камікадзе +4,,Прах солдат удачи +4,,
246005,Soldjars of Fortune Ashes +5,特攻野郎たちの遺灰＋５,特攻先锋群的骨灰＋５,Попіл горщиків-камікадзе +5,,Прах солдат удачи +5,,
246006,Soldjars of Fortune Ashes +6,特攻野郎たちの遺灰＋６,特攻先锋群的骨灰＋６,Попіл горщиків-камікадзе +6,,Прах солдат удачи +6,,
246007,Soldjars of Fortune Ashes +7,特攻野郎たちの遺灰＋７,特攻先锋群的骨灰＋７,Попіл горщиків-камікадзе +7,,Прах солдат удачи +7,,
246008,Soldjars of Fortune Ashes +8,特攻野郎たちの遺灰＋８,特攻先锋群的骨灰＋８,Попіл горщиків-камікадзе +8,,Прах солдат удачи +8,,
246009,Soldjars of Fortune Ashes +9,特攻野郎たちの遺灰＋９,特攻先锋群的骨灰＋９,Попіл горщиків-камікадзе +9,,Прах солдат удачи +9,,
246010,Soldjars of Fortune Ashes +10,特攻野郎たちの遺灰＋１０,特攻先锋群的骨灰＋１０,Попіл горщиків-камікадзе +10,,Прах солдат удачи +10,,
247000,Omenkiller Rollo,忌み潰しのロロ,恶兆猎人罗洛,"Ролло, вбивця передвісників",,Убийца знамений Ролло,,
247001,Omenkiller Rollo +1,忌み潰しのロロ＋１,恶兆猎人罗洛＋１,"Ролло, вбивця передвісників +1",,Убийца знамений Ролло +1,,
247002,Omenkiller Rollo +2,忌み潰しのロロ＋２,恶兆猎人罗洛＋２,"Ролло, вбивця передвісників +2",,Убийца знамений Ролло +2,,
247003,Omenkiller Rollo +3,忌み潰しのロロ＋３,恶兆猎人罗洛＋３,"Ролло, вбивця передвісників +3",,Убийца знамений Ролло +3,,
